Type,Interactions,Allergies,Review,Use,Drug,Indication,AvoidUse,Sides,Condition
 rx,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",NIACIN PREPARATIONS  NICOTINAMIDE ANALOGUES,1  User Reviews        ,"Niacin  is used with a proper  diet and exercise  program to help lower ""bad""  cholesterol  and fats ( LDL ,  triglycerides ) and raise ""good""  cholesterol  (HDL) in the  blood . It is generally used after non-drug treatments have not been fully successful at  lowering cholesterol .  Niacin  is also known as vitamin B-3 ( nicotinic acid ), one of the B-complex  vitamins . It may be used with or without other  medications . Lowering ""bad"" cholesterol/ triglycerides  and raising ""good"" cholesterol helps prevent strokes and  heart attacks . Lowering fats may also help reduce the risk of  pancreas  problems ( pancreatitis ) in people at risk.",Niacor oral, label,"Recent Heart Attack, Abnormally Low Blood Pressure, Bleeding from an Artery, Ulcer from Stomach Acid, Liver Problems, High Blood Sugar, Abnormal Liver Function Tests, Diabetes, Gout, Low Amount of Phosphate in the Blood, Blood Clotting Disorder, Habit of Drinking Too Much Alcohol","Flushing of the face and neck along with warmth,  headache ,  itching , burning,  sweating , chills, or tingling may occur within 20 minutes of taking this medication. Flushing may persist for a few hours after use. These effects should improve or go away as your body adjusts to the medication.  Dizziness ,  stomach  upset,  heartburn , nausea,  vomiting , and  diarrhea  may also occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",High cholesterol (Hypercholesterolemia)
 rx,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",STATINS-HMG-COA REDUCTASE INHIBITORS,2  User Reviews        ,"Fluvastatin  is used along with a proper diet to help lower ""bad""  cholesterol  and fats (such as  LDL ,  triglycerides ) and raise ""good""  cholesterol  (HDL) in the  blood . It belongs to a group of drugs known as "" statins ."" It works by reducing the amount of  cholesterol  made by the  liver . Lowering ""bad"" cholesterol and  triglycerides  and raising ""good"" cholesterol decreases the risk of  heart disease  and helps prevent strokes and  heart attacks .",fluvastatin oral, label,"Uncontrolled Epilepsy, Metabolic Syndrome X, Muscle Damage Due to Auotimmunity, Stroke caused by Bleeding in the Brain, Severely Low Blood Pressure, Liver Problems, Severe Renal Impairment, Serious Muscle Damage that may Lead to Kidney Failure, Recent Operation, Loss of Memory, High Blood Sugar, Abnormal Liver Function Tests, Injury, Pregnancy, A Mother who is Producing Milk and Breastfeeding, Muscle Pain or Tenderness with Increase Creatine Kinase, Habit of Drinking Too Much Alcohol","Stomach  upset may occur. If this effect persists or worsens, tell your doctor or pharmacist promptly.",High cholesterol (Hypercholesterolemia)
 rx,"This drug should not be used with the following medications because very serious interactions may occur:  gentamicin , certain local anesthetics (e.g., tetracaine), preparations that contain silver.",CORTICOSTEROIDS (GLUCOCORTICOIDS)  SULFA (SULFONAMIDE ANTIBIOTICS),Be the first to review it,This  medication  is used to prevent or treat  eye  infections and to treat swelling in the  eye . This product contains an antibiotic (sulfacetamide) that stops the growth of bacteria and a corticosteroid ( prednisolone ) that reduces  inflammation .,sulfacetamide-prednisolone ophthalmic, label,"Increased Pressure in the Eye, Wide-Angle Glaucoma, Cornea of Eye Infection from Vaccinia Virus, Fungal Infection of the Eye, Amebic Infection of the Eye, Severe Nearsightedness, Krukenberg Spindle in Eye, herpes zoster ophthalmicus, herpes simplex dendritic keratitis, Tuberculosis of the Eye, Diabetes, Glucose-6-Phosphate Dehydrogenase (G6PD) Deficiency, Anemia from Pyruvate Kinase and G6PD Deficiencies, Porphyria","This medication may temporarily sting or burn your eyes for a minute or two when applied. Eye discomfort,  dry eyes , tearing,  itching , or redness may occur. If any of these effects persist or worsen, notify your doctor or pharmacist promptly.",Pink Eye (Bacterial conjunctivitis)
 rx,"Before using this medication, tell your doctor or pharmacist of all prescription and nonprescription/herbal products you may use.",AMINOGLYCOSIDES  CORTICOSTEROIDS (GLUCOCORTICOIDS),Be the first to review it,"This  medication  is used to treat conditions involving swelling ( inflammation ) of the  eyes  and to treat or prevent bacterial  eye  infections. This product contains  gentamicin , an antibiotic that works by stopping the growth of bacteria. It also contains  prednisolone , an anti-inflammatory corticosteroid that works by reducing swelling.",Pred-G S.O.P. ophthalmic, label,"Increased Pressure in the Eye, Wide-Angle Glaucoma, Cornea of Eye Infection from Vaccinia Virus, Fungal Infection of the Eye, Amebic Infection of the Eye, Severe Nearsightedness, Krukenberg Spindle in Eye, herpes zoster ophthalmicus, herpes simplex dendritic keratitis, Tuberculosis of the Eye, Diabetes","Stinging/burning of the eyes for 1 to 2 minutes or temporary blurred  vision  may occur when this medication is applied. If any of these effects persist or worsen, notify your doctor or pharmacist promptly.",Pink Eye (Bacterial conjunctivitis)
 rx,"Before using this medication, tell your doctor or pharmacist of all prescription and nonprescription/herbal products you may use.",AMINOGLYCOSIDES  CORTICOSTEROIDS (GLUCOCORTICOIDS),Be the first to review it,"This  medication  is used to treat conditions involving swelling ( inflammation ) of the  eyes  and to treat or prevent bacterial  eye  infections. This product contains  gentamicin , an antibiotic that works by stopping the growth of bacteria. It also contains  prednisolone , an anti-inflammatory corticosteroid that works by reducing swelling.",Pred-G ophthalmic, label,"Increased Pressure in the Eye, Wide-Angle Glaucoma, Cornea of Eye Infection from Vaccinia Virus, Fungal Infection of the Eye, Amebic Infection of the Eye, Severe Nearsightedness, Krukenberg Spindle in Eye, herpes zoster ophthalmicus, herpes simplex dendritic keratitis, Tuberculosis of the Eye, Diabetes","Stinging/burning of the eyes for 1 to 2 minutes may occur when this medication is applied. If any of these effects persist or worsen, notify your doctor or pharmacist promptly.",Pink Eye (Bacterial conjunctivitis)
 rx,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",QUINOLONES  SODIUM SULFATE,Be the first to review it,This medication is used to treat a variety of  bacterial infections . Moxifloxacin belongs to a class of drugs called quinolone  antibiotics . It works by stopping the growth of bacteria. Moxifloxacin injection is used when you cannot take the medication by  mouth .,"moxifloxacin in sodium acetate,sulfate in water intravenous", label,"Lung Transplant, Lower Seizure Threshold, Pseudotumor Cerebri, Numbness, Tingling or Pain of Hands or Feet, Myasthenia Gravis, Detachment of the Retina of the Eye, Heart Transplant, Disease of Inadequate Blood Flow to the Heart Muscle, Very Rapid Heartbeat - Torsades de Pointes, Slow Heartbeat, Prolonged Q-T Interval on EKG, Abnormal Heart Rhythm, Abnormal EKG with QT changes from Birth, Severe Hardening of the Arteries in the Brain, Hardening of the Liver, Hepatitis caused by Drugs, Kidney Transplant, Clostridium difficile colitis, Inflammation of the Tendon, Rupture of a Tendon, Seizures, Abnormal Liver Function Tests, High Pressure Within the Skull, Low Amount of Potassium in the Blood",See also Warning section.,Sinus Infection (Sinusitis)
 rx,"Before using this medication, tell your doctor or pharmacist of all prescription and nonprescription/herbal products you may use.", ,116  User Reviews        ,This  medication  is used to treat fungal infections of the  mouth  or  intestines .  Nystatin  is an  antifungal  that works by stopping the growth of  fungus .,nystatin oral, label,NYSTATIN,"Mouth irritation,  diarrhea ,  nausea ,  vomiting , or  stomach  upset may occur. If any of these effects persist or worsen, notify your doctor or pharmacist promptly.",Thrush (Oral Candidiasis)
 rx,Products that may interact with this drug include: clopidogrel.,FLUCONAZOLE   ANTIFUNGAL - TRIAZOLE,160  User Reviews        ,Fluconazole  is used to prevent and treat a variety of fungal and  yeast infections . It belongs to a class of drugs called azole antifungals. It works by stopping the growth of certain types of  fungus .,Diflucan oral, label,"Very Rapid Heartbeat - Torsades de Pointes, Prolonged Q-T Interval on EKG, Abnormal EKG with QT changes from Birth, Liver Problems, Pregnancy, Moderate to Severe Kidney Impairment","Nausea ,  vomiting ,  diarrhea ,  stomach  upset/pain,  headache ,  dizziness , or  hair loss  may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Thrush (Oral Candidiasis)
 rx,Products that may interact with this drug include: clopidogrel.,FLUCONAZOLE   ANTIFUNGAL - TRIAZOLE,202  User Reviews        ,Fluconazole  is used to prevent and treat a variety of fungal and  yeast infections . It belongs to a class of drugs called azole antifungals. It works by stopping the growth of certain types of  fungus .,fluconazole oral, label,"Very Rapid Heartbeat - Torsades de Pointes, Prolonged Q-T Interval on EKG, Abnormal EKG with QT changes from Birth, Liver Problems, Pregnancy, Moderate to Severe Kidney Impairment","Nausea ,  vomiting ,  diarrhea ,  stomach  upset/pain,  headache ,  dizziness , or  hair loss  may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Thrush (Oral Candidiasis)
 otc,"To help your doctor and pharmacist give you the best care, be sure to tell your doctor and pharmacist about all the products you use (including prescription drugs, nonprescription drugs, and herbal products) before starting treatment with this product. While using this product, do not start, stop, or change the dosage of any other medicines you are using without your doctor's approval.", ,Be the first to review it,"This  medication  is used to treat  vaginal yeast infections .  Tioconazole  ointment reduces  vaginal burning ,  itching , and discharge that may occur with this condition. This medication is an azole  antifungal . It works by stopping the growth of yeast ( fungus ) that causes the infection.",1-Day vaginal, label,ANTIFUNGAL - IMIDAZOLE,"Headache  or vaginal/urethral burning/itching/pain may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Yeast Infection (Vulvovaginal Candidiasis)
