Type,HowtoUse,Interactions,URL,Allergies,Review,Use,Drug,Indication,Precautions,AvoidUse,Sides,Condition
 rx,,,,,Be the first to review it,,iron-folic acid-C-B12-biotin oral, offlabel,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 rxotc,,,,,Be the first to review it,,"iron,carbonyl-folic acid-multivit with min oral", offlabel,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 rx,,,,,Be the first to review it,,"iron,carbonyl-FA no.6-multivit w-min no.40 oral", offlabel,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 rx,,,,,Be the first to review it,,"iron,carbonyl-FA no.6-multivit w-min no.41 oral", offlabel,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 otc,,,,,Be the first to review it,,"iron, carb-vit C-B12-B6-E-folic acid-IF-senna leaf oral", offlabel,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 otc,,,,,Be the first to review it,,"iron,carbonyl-FA-vit C-E-B12-biotin-copper-DSS oral", offlabel,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 otc,,,,,Be the first to review it,,Abatron AF oral, offlabel,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 otc,,,,,Be the first to review it,,Iro-Plex (iron carbonyl) oral, offlabel,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 otc,,,,,Be the first to review it,,iron ps-folic acid-vit B complex #16-mag-zinc oral, offlabel,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 otc,,,,,Be the first to review it,,Abatron oral, offlabel,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 otc,,,,,Be the first to review it,,Ferretts oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 otc,,,,,Be the first to review it,,Fer-In-Sol oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 otc,,,,,Be the first to review it,,Siderol oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 otc,,,,,Be the first to review it,,Iron with Stool Softener oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 rx,,,,,Be the first to review it,,B complex-Fe ammon cit-FA oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 otc,,,,,Be the first to review it,,ferrous fumarate-vitamin C oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 otc,,,,,Be the first to review it,,iron-vitamin C oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 otc,,,,,Be the first to review it,,iron heme polypeptide oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 rx,,,,,77  User Reviews        ,,Procrit injection, label,,,,Anemia in Chronic Kidney Disease
 otc,,,,,Be the first to review it,,Ferate oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 rx,,,,,67  User Reviews        ,,Venofer intravenous, label,,,,Anemia in Chronic Kidney Disease
 otc,,,,,Be the first to review it,,Iron High Potency oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 rx,,,,,42  User Reviews        ,,Ferrlecit intravenous, label,,,,Anemia in Chronic Kidney Disease
 otc,,,,,Be the first to review it,,Ferrocite oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 rx,,,,,31  User Reviews        ,,Feraheme intravenous, label,,,,Anemia in Chronic Kidney Disease
 otc,,,,,Be the first to review it,,"iron, carbonyl oral", label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 rx,,,,,23  User Reviews        ,,iron sucrose intravenous, label,,,,Anemia in Chronic Kidney Disease
 otc,,,,,Be the first to review it,,iron succinyl-protein complex oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 rx,,,,,19  User Reviews        ,,Epogen injection, label,,,,Anemia in Chronic Kidney Disease
 rx,,,,,19  User Reviews        ,,Infed injection, label,,,,Anemia in Chronic Kidney Disease
 otc,,,,,Be the first to review it,,Iron Chews oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 rx,,,,,7  User Reviews        ,,Injectafer intravenous, label,,,,Anemia in Chronic Kidney Disease
 otc,,,,,Be the first to review it,,iron asp.gly. and ps complex-vit C-succinic acid oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 otc,,,,,Be the first to review it,,iron polysaccharide complex-iron heme polypeptide oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 rx,,,,,6  User Reviews        ,,Aranesp (in polysorbate) injection, label,,,,Anemia in Chronic Kidney Disease
 otc,,,,,Be the first to review it,,Wee Care oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 rx,,,,,5  User Reviews        ,,epoetin alfa injection, label,,,,Anemia in Chronic Kidney Disease
 otc,,,,,Be the first to review it,,iron fumarate and polysach complex-vit C-niacinamide oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 rx,,,,,1  User Reviews        ,,Androxy oral, offlabel,,,,Anemia in Chronic Kidney Disease
 otc,,,,,Be the first to review it,,Ferro-Time oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 rx,,,,,1  User Reviews        ,,sodium ferric gluconate complex in sucrose intravenous, label,,,,Anemia in Chronic Kidney Disease
 otc,,,,,Be the first to review it,,iron bis-gly-FA-C-B12-Ca thr-succ oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 rx,,,,,1  User Reviews        ,,darbepoetin alfa in polysorbate injection, label,,,,Anemia in Chronic Kidney Disease
 rx,,,,,1  User Reviews        ,,ferumoxytol intravenous, label,,,,Anemia in Chronic Kidney Disease
 otc,,,,,Be the first to review it,,IronUp oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 rx,,,,,Be the first to review it,,"epoetin beta, methoxy polyethylene glycol injection", label,,,,Anemia in Chronic Kidney Disease
 rx,,,,,Be the first to review it,,Mircera injection, label,,,,Anemia in Chronic Kidney Disease
 otc,,,,,Be the first to review it,,Children's Iron oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 rx,,,,,Be the first to review it,,ferric carboxymaltose intravenous, label,,,,Anemia in Chronic Kidney Disease
 rx,,,,,Be the first to review it,,ferric pyrophosphate citrate hemodialysis, label,,,,Anemia in Chronic Kidney Disease
 otc,,,,,Be the first to review it,,Duofer oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 otc,,,,,Be the first to review it,,iron ps cmplx-vitamin D3 oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 rx,,,,,Be the first to review it,,Triferic hemodialysis, label,,,,Anemia in Chronic Kidney Disease
 otc,,,,,Be the first to review it,,NovaFerrum 125 oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 otc,,,,,Be the first to review it,,NovaFerrum 50 oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 rx,,,,,Be the first to review it,,ferric carboxymaltose intravenous, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 otc,,,,,Be the first to review it,,iron ps-C-B12-B6-E-folic acid-IF-senna leaf oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 otc,,,,,Be the first to review it,,Iro-Plex (iron polysaccharide) oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 otc,,,,,Be the first to review it,,Perfect Iron oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 otc,,,,,Be the first to review it,,Ferretts Carbonyl Iron oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 otc,,,,,Be the first to review it,,"iron,carbonyl-vitamin C-fructooligosaccharides oral", label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 otc,,,,,Be the first to review it,,Chewable Iron oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 otc,,,,,Be the first to review it,,Ferric x-150 oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 rx,,,,,Be the first to review it,,ferric pyrophosphate citrate hemodialysis, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 rx,,,,,Be the first to review it,,Triferic hemodialysis, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 otc,,,,,Be the first to review it,,Ferro-Sequels (iron-vit c) oral, label,,,,Anemia in Hemodialysis-Dependent Chronic Kidney Disease
 rx,,,,,2541  User Reviews        ,,prednisone oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,835  User Reviews        ,,meloxicam oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,726  User Reviews        ,,Celebrex oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,724  User Reviews        ,,Mobic oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,715  User Reviews        ,,naproxen oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,569  User Reviews        ,,Remicade intravenous, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,559  User Reviews        ,,diclofenac oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,550  User Reviews        ,,methylprednisolone oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,519  User Reviews        ,,Nexium oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rxotc,,,,,459  User Reviews        ,,omeprazole oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,416  User Reviews        ,,Dexilant oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,355  User Reviews        ,,Protonix oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,299  User Reviews        ,,Kenalog injection, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,296  User Reviews        ,,Aciphex oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,292  User Reviews        ,,indomethacin oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,292  User Reviews        ,,Enbrel subcutaneous, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rxotc,,,,,265  User Reviews        ,,ibuprofen oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,248  User Reviews        ,,Prilosec oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,247  User Reviews        ,,etodolac oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,247  User Reviews        ,,Humira subcutaneous, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,244  User Reviews        ,,nabumetone oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,203  User Reviews        ,,pantoprazole oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,184  User Reviews        ,,Arthrotec 75 oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 otc,,,,,182  User Reviews        ,,Aleve oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,180  User Reviews        ,,Humira Pen subcutaneous, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,177  User Reviews        ,,Prevacid oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 otc,,,,,175  User Reviews        ,,Prilosec OTC oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,148  User Reviews        ,,Cimzia subcutaneous, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,121  User Reviews        ,,Medrol (Pak) oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,117  User Reviews        ,,Medrol oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,117  User Reviews        ,,Enbrel SureClick subcutaneous, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,114  User Reviews        ,,piroxicam oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,105  User Reviews        ,,dexamethasone oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,102  User Reviews        ,,Arthrotec 50 oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,102  User Reviews        ,,Depo-Medrol injection, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rxotc,,,,,95  User Reviews        ,,naproxen sodium oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,87  User Reviews        ,,diclofenac potassium oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,83  User Reviews        ,,Vimovo oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,81  User Reviews        ,,Indocin oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,69  User Reviews        ,,sulindac oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,67  User Reviews        ,,prednisolone oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,66  User Reviews        ,,Simponi subcutaneous, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,63  User Reviews        ,,Naprosyn oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,59  User Reviews        ,,Daypro oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,59  User Reviews        ,,Cytotec oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,59  User Reviews        ,,DexPak 13 Day oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,56  User Reviews        ,,Zipsor oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rxotc,,,,,56  User Reviews        ,,lansoprazole oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,55  User Reviews        ,,oxaprozin oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,53  User Reviews        ,,Feldene oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,52  User Reviews        ,,misoprostol oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,47  User Reviews        ,,Humira Pen Crohn's-Ulc Colitis-Hidr Sup Starter subcutaneous, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,43  User Reviews        ,,Cambia oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,42  User Reviews        ,,Voltaren-XR oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,42  User Reviews        ,,Solu-Medrol intravenous, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,39  User Reviews        ,,hydrocortisone oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rxotc,,,,,36  User Reviews        ,,omeprazole magnesium oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,35  User Reviews        ,,Zorvolex oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,33  User Reviews        ,,Cortef oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,29  User Reviews        ,,celecoxib oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,28  User Reviews        ,,ketoprofen oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 otc,,,,,26  User Reviews        ,,Advil oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,24  User Reviews        ,,Deltasone oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 otc,,,,,23  User Reviews        ,,Advil Migraine oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 otc,,,,,23  User Reviews        ,,Prevacid 24Hr oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,22  User Reviews        ,,diclofenac-misoprostol oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,22  User Reviews        ,,triamcinolone acetonide injection, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,21  User Reviews        ,,rabeprazole oral, offlabel,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,21  User Reviews        ,,infliximab intravenous, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,77  User Reviews        ,,Procrit injection, label,,,,Anemia Due To Chemotherapy and Radiotherapy Combination
 rxotc,,,,,21  User Reviews        ,,esomeprazole magnesium oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,19  User Reviews        ,,Epogen injection, label,,,,Anemia Due To Chemotherapy and Radiotherapy Combination
 rx,,,,,6  User Reviews        ,,Aranesp (in polysorbate) injection, label,,,,Anemia Due To Chemotherapy and Radiotherapy Combination
 rx,,,,,20  User Reviews        ,,cortisone oral, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,5  User Reviews        ,,epoetin alfa injection, label,,,,Anemia Due To Chemotherapy and Radiotherapy Combination
 rx,,,,,19  User Reviews        ,,methylprednisolone acetate injection, label,,,,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers
 rx,,,,,1  User Reviews        ,,darbepoetin alfa in polysorbate injection, label,,,,Anemia Due To Chemotherapy and Radiotherapy Combination
